file-name,catalog-number,list-price,net-price,is-product-not-found
3-2134.xhtml,Z640,$15.00,$9.75,
3-2135.xhtml,Z410,$14.00,$9.10,
3-2136.xhtml,XSC1,$133.00,$86.45,
3-2137.xhtml,XLK1,$113.00,$73.45,
3-2138.xhtml,XC1402ME,"$4,853.00","$3,154.45",
3-2139.xhtml,XC1402MB,"$4,817.00","$3,131.05",
3-214.xhtml,,,,/file/general/404top.png
3-2140.xhtml,XC1402M,"$4,228.00","$2,748.20",
3-2141.xhtml,XC1401ME,"$4,734.00","$3,077.10",
3-2142.xhtml,XC1401MB,"$4,700.00","$3,055.00",
3-2143.xhtml,XC1401M,"$4,110.00","$2,671.50",
3-2144.xhtml,XC1202ME,"$4,118.00","$2,676.70",
3-2145.xhtml,XC1202MB,"$4,082.00","$2,653.30",
3-2146.xhtml,XC1202M,"$3,493.00","$2,270.45",
3-2147.xhtml,XC1201ME,"$3,999.00","$2,599.35",
3-2148.xhtml,XC1201MB,"$3,966.00","$2,577.90",
3-2149.xhtml,XC1201M,"$3,375.00","$2,193.75",
3-215.xhtml,,,,/file/general/404top.png
3-2150.xhtml,XC230VC,$215.00,$139.75,
3-2151.xhtml,XC115VC,$174.00,$113.10,
3-2152.xhtml,XC28V,$486.00,$315.90,
3-2153.xhtml,XA12VG,"$2,539.00","$1,650.35",
3-2154.xhtml,XA12V,"$2,267.00","$1,473.55",
3-2155.xhtml,XA12G,"$1,757.00","$1,142.05",
3-2156.xhtml,XA12,"$1,477.00",$960.05,
3-2157.xhtml,XA11VG,"$2,426.00","$1,576.90",
3-2158.xhtml,XA11V,"$2,152.00","$1,398.80",
3-2159.xhtml,XA11G,"$1,636.00","$1,063.40",
3-216.xhtml,,,,/file/general/404top.png
3-2160.xhtml,XA11,"$1,362.00",$885.30,
3-2161.xhtml,WTE350,"$8,755.00","$5,690.75",
3-2162.xhtml,WTE220,"$6,875.00","$4,468.75",
3-2163.xhtml,WTE80,"$1,917.00","$1,246.05",
3-2164.xhtml,WTE20,"$1,011.00",$657.15,
3-2165.xhtml,WTE150,"$2,278.00","$1,480.70",
3-2166.xhtml,WRP350,"$5,763.00","$3,745.95",
3-2167.xhtml,WRP220,"$3,652.00","$2,373.80",
3-2168.xhtml,WRP80,"$1,553.00","$1,009.45",
3-2169.xhtml,WRP40,"$1,061.00",$689.65,
3-217.xhtml,WEM1401E,,,
3-2170.xhtml,WRP20,$986.00,$640.90,
3-2171.xhtml,WRP150,"$1,804.00","$1,172.60",
3-2172.xhtml,WR5,$503.00,$326.95,
3-2173.xhtml,WR15,"$1,414.00",$919.10,
3-2174.xhtml,WMC750,"$2,911.00","$1,892.15",
3-2175.xhtml,WMC580,"$2,478.00","$1,610.70",
3-2176.xhtml,WMC3380,"$4,254.00","$2,765.10",
3-2177.xhtml,WMC2000,,,
3-2178.xhtml,WMC1580,"$4,606.00","$2,993.90",
3-2179.xhtml,WMC1250,"$5,119.00","$3,327.35",
3-218.xhtml,WEM1401D,,,
3-2180.xhtml,WMC1000,"$5,440.00","$3,536.00",
3-2181.xhtml,WHR1250,,,
3-2182.xhtml,WHC750,"$2,652.00","$1,723.80",
3-2183.xhtml,WHC4000,"$5,712.00","$3,712.80",
3-2184.xhtml,WHC3380,"$4,323.00","$2,809.95",
3-2185.xhtml,WHC2000,"$4,562.00","$2,965.30",
3-2186.xhtml,WHC1250,"$5,151.00","$3,348.15",
3-2187.xhtml,WCB750,$224.00,$145.60,
3-2188.xhtml,WCB580,$223.00,$144.95,
3-2189.xhtml,WCB4000,$879.00,$571.35,
3-219.xhtml,WEM1301F,,,
3-2190.xhtml,WCB3380,$625.00,$406.25,
3-2191.xhtml,WCB2000,$802.00,$521.30,
3-2192.xhtml,WCB1580,$509.00,$330.85,
3-2193.xhtml,WCB1250,$509.00,$330.85,
3-2194.xhtml,WCB1000,$524.00,$340.60,
3-2195.xhtml,W35514R414,"$3,206.00","$2,083.90",
3-2196.xhtml,W35512R412,"$3,206.00","$2,083.90",
3-2197.xhtml,W35508R115M,"$3,206.00","$2,083.90",
3-2198.xhtml,W35506R405,"$3,292.00","$2,139.80",
3-2199.xhtml,W35502R402,"$2,759.00","$1,793.35",
3-22.xhtml,VMC3343K,$706.00,$458.90,
3-220.xhtml,WEM1201F,,,
3-2200.xhtml,W35500R400,"$2,759.00","$1,793.35",
3-2201.xhtml,W35412R312,"$2,759.00","$1,793.35",
3-2202.xhtml,W35410R310,"$2,759.00","$1,793.35",
3-2203.xhtml,W35405R085M,"$2,759.00","$1,793.35",
3-2204.xhtml,W35404R301,"$2,759.00","$1,793.35",
3-2205.xhtml,W35315R213,"$2,460.00","$1,599.00",
3-2206.xhtml,W35314R211,"$2,460.00","$1,599.00",
3-2207.xhtml,W35090R206,"$2,460.00","$1,599.00",
3-2208.xhtml,W35308R205,"$2,460.00","$1,599.00",
3-2209.xhtml,W35302R200,"$2,460.00","$1,599.00",
3-221.xhtml,WEM1201E,,,
3-2210.xhtml,W35602X,"$11,863.00","$7,710.95",
3-2211.xhtml,W35600X,,,
3-2212.xhtml,W35514X,"$11,863.00","$7,710.95",
3-2213.xhtml,W35512X,"$11,863.00","$7,710.95",
3-2214.xhtml,W35510X,"$11,863.00","$7,710.95",
3-2215.xhtml,W35509X,"$11,863.00","$7,710.95",
3-2216.xhtml,W35508X,"$11,863.00","$7,710.95",
3-2217.xhtml,W35506X,"$11,863.00","$7,710.95",
3-2218.xhtml,W35504IX,"$11,863.00","$7,710.95",
3-2219.xhtml,W35503IX,"$11,863.00","$7,710.95",
3-222.xhtml,WEM1201D,,,
3-2220.xhtml,W35502X,"$11,863.00","$7,710.95",
3-2221.xhtml,W35500X,"$11,863.00","$7,710.95",
3-2222.xhtml,W35414X,"$11,863.00","$7,710.95",
3-2223.xhtml,W35412X,"$11,863.00","$7,710.95",
3-2224.xhtml,W35410IX,"$11,863.00","$7,710.95",
3-2225.xhtml,W35409IX,"$11,863.00","$7,710.95",
3-2226.xhtml,W35408IX,"$11,863.00","$7,710.95",
3-2227.xhtml,W35407X,"$11,863.00","$7,710.95",
3-2228.xhtml,W35406X,"$11,863.00","$7,710.95",
3-2229.xhtml,W35405X,"$11,863.00","$7,710.95",
3-223.xhtml,WEM1201B,,,
3-2230.xhtml,W35404X,"$11,863.00","$7,710.95",
3-2231.xhtml,W35403IX,"$11,863.00","$7,710.95",
3-2232.xhtml,W35402X,"$11,863.00","$7,710.95",
3-2233.xhtml,W35401IX,"$11,863.00","$7,710.95",
3-2234.xhtml,W35400X,"$11,863.00","$7,710.95",
3-2235.xhtml,W35315X,"$11,863.00","$7,710.95",
3-2236.xhtml,W35314X,"$11,863.00","$7,710.95",
3-2237.xhtml,W35313X,"$11,863.00","$7,710.95",
3-2238.xhtml,W35312X,"$11,863.00","$7,710.95",
3-2239.xhtml,W35311X,"$11,863.00","$7,710.95",
3-224.xhtml,,,,/file/general/404top.png
3-2240.xhtml,W35310X,"$11,863.00","$7,710.95",
3-2241.xhtml,W35309X,"$11,863.00","$7,710.95",
3-2242.xhtml,W35308X,"$11,863.00","$7,710.95",
3-2243.xhtml,W35307IX,"$11,863.00","$7,710.95",
3-2244.xhtml,W35306X,"$11,863.00","$7,710.95",
3-2245.xhtml,W35305X,"$11,863.00","$7,710.95",
3-2246.xhtml,W35304X,"$11,863.00","$7,710.95",
3-2247.xhtml,W35303X,"$11,863.00","$7,710.95",
3-2248.xhtml,W35302X,"$11,863.00","$7,710.95",
3-2249.xhtml,W35151MX,"$11,863.00","$7,710.95",
3-225.xhtml,,,,/file/general/404top.png
3-2250.xhtml,W35123MX,"$11,863.00","$7,710.95",
3-2251.xhtml,W35115MX,"$11,863.00","$7,710.95",
3-2252.xhtml,W35090MX,"$11,863.00","$7,710.95",
3-2253.xhtml,W35085MX,"$11,863.00","$7,710.95",
3-2254.xhtml,W35000PX,"$9,379.00","$6,096.35",
3-2255.xhtml,W35000X,"$9,154.00","$5,950.10",
3-2256.xhtml,W22506R410,"$2,239.00","$1,455.35",
3-2257.xhtml,W22506R404,"$2,349.00","$1,526.85",
3-2258.xhtml,W22506R402,"$2,349.00","$1,526.85",
3-2259.xhtml,W22506R314,"$2,349.00","$1,526.85",
3-226.xhtml,,,,/file/general/404top.png
3-2260.xhtml,W22500R404,"$2,349.00","$1,526.85",
3-2261.xhtml,W22500R402,"$2,349.00","$1,526.85",
3-2262.xhtml,W22500R314,"$2,349.00","$1,526.85",
3-2263.xhtml,W22410R314,"$2,239.00","$1,455.35",
3-2264.xhtml,W22410R312,"$2,239.00","$1,455.35",
3-2265.xhtml,W22410R308,"$2,239.00","$1,455.35",
3-2266.xhtml,W22404R308,"$2,239.00","$1,455.35",
3-2267.xhtml,W22404R302,"$2,239.00","$1,455.35",
3-2268.xhtml,W22404R215,"$2,239.00","$1,455.35",
3-2269.xhtml,W22314R302,"$2,239.00","$1,455.35",
3-227.xhtml,,,,/file/general/404top.png
3-2270.xhtml,W22314R215,"$2,239.00","$1,455.35",
3-2271.xhtml,W22314R212,"$2,239.00","$1,455.35",
3-2272.xhtml,W22312R215,"$2,239.00","$1,455.35",
3-2273.xhtml,W22090MR212,"$2,053.00","$1,334.45",
3-2274.xhtml,W22090MR206,"$2,053.00","$1,334.45",
3-2275.xhtml,W22308R212,"$2,257.00","$1,467.05",
3-2276.xhtml,W22308R209,"$2,257.00","$1,467.05",
3-2277.xhtml,W22308R206,"$2,257.00","$1,467.05",
3-2278.xhtml,W22085MR209,"$1,987.00","$1,291.55",
3-2279.xhtml,W22085MR206,"$1,987.00","$1,291.55",
3-228.xhtml,WEJ1401E,,,
3-2280.xhtml,W22302R206,"$2,257.00","$1,467.05",
3-2281.xhtml,W22302R203,"$2,257.00","$1,467.05",
3-2282.xhtml,W22506X,"$11,539.00","$7,500.35",
3-2283.xhtml,W22504IX,"$11,539.00","$7,500.35",
3-2284.xhtml,W22503IX,"$11,539.00","$7,500.35",
3-2285.xhtml,W22502X,"$11,539.00","$7,500.35",
3-2286.xhtml,W22500X,"$11,539.00","$7,500.35",
3-2287.xhtml,W22414X,"$11,539.00","$7,500.35",
3-2288.xhtml,W22123MX,"$12,019.00","$7,812.35",
3-2289.xhtml,W22412X,"$11,539.00","$7,500.35",
3-229.xhtml,WEJ1201B,,,
3-2290.xhtml,W22410IX,"$11,539.00","$7,500.35",
3-2291.xhtml,W22409IX,"$11,539.00","$7,500.35",
3-2292.xhtml,W22115MX,"$12,019.00","$7,812.35",
3-2293.xhtml,W22408IX,"$11,539.00","$7,500.35",
3-2294.xhtml,W22407X,"$11,539.00","$7,500.35",
3-2295.xhtml,W22406X,"$11,539.00","$7,500.35",
3-2296.xhtml,W22405X,"$11,539.00","$7,500.35",
3-2297.xhtml,W22404X,"$11,539.00","$7,500.35",
3-2298.xhtml,W22403IX,"$11,539.00","$7,500.35",
3-2299.xhtml,W22402X,"$11,539.00","$7,500.35",
3-23.xhtml,RLP28412,"$9,228.00","$5,998.20",
3-230.xhtml,WED1101B,,,
3-2300.xhtml,W22401IX,"$11,539.00","$7,500.35",
3-2301.xhtml,W22400X,,,
3-2302.xhtml,W22315X,"$11,539.00","$7,500.35",
3-2303.xhtml,W22314X,"$11,539.00","$7,500.35",
3-2304.xhtml,W22313X,"$11,539.00","$7,500.35",
3-2305.xhtml,W22312X,"$11,539.00","$7,500.35",
3-2306.xhtml,W22311X,"$11,539.00","$7,500.35",
3-2307.xhtml,W22310X,"$11,539.00","$7,500.35",
3-2308.xhtml,W22309X,"$11,539.00","$7,500.35",
3-2309.xhtml,W22090MX,"$12,019.00","$7,812.35",
3-231.xhtml,WAT2A,"$1,190.00",$773.50,
3-2310.xhtml,W22308X,"$11,539.00","$7,500.35",
3-2311.xhtml,W22306X,"$12,019.00","$7,812.35",
3-2312.xhtml,W22085MX,"$10,579.00","$6,876.35",
3-2313.xhtml,W22305X,"$12,019.00","$7,812.35",
3-2314.xhtml,W22304X,"$12,019.00","$7,812.35",
3-2315.xhtml,W22303X,"$12,019.00","$7,812.35",
3-2316.xhtml,W22302X,"$12,019.00","$7,812.35",
3-2317.xhtml,W22301X,"$12,019.00","$7,812.35",
3-2318.xhtml,W22300X,,,
3-2319.xhtml,W22215X,"$12,019.00","$7,812.35",
3-232.xhtml,WAT1,$528.00,$343.20,
3-2320.xhtml,W22000PX,"$8,670.00","$5,635.50",
3-2321.xhtml,W22000X,"$8,441.00","$5,486.65",
3-2322.xhtml,W15410R315,"$1,930.00","$1,254.50",
3-2323.xhtml,W15410R314,"$1,930.00","$1,254.50",
3-2324.xhtml,W15410R312,"$1,930.00","$1,254.50",
3-2325.xhtml,W15410R308,"$1,930.00","$1,254.50",
3-2326.xhtml,W15410IX,"$8,852.00","$5,753.80",
3-2327.xhtml,W15409IX,"$8,852.00","$5,753.80",
3-2328.xhtml,W15408IX,"$8,852.00","$5,753.80",
3-2329.xhtml,W15407X,"$8,852.00","$5,753.80",
3-233.xhtml,WAP30008D,"$3,321.00","$2,158.65",
3-2330.xhtml,W15406X,"$8,852.00","$5,753.80",
3-2331.xhtml,W15405X,"$8,852.00","$5,753.80",
3-2332.xhtml,W15404R308,"$2,077.00","$1,350.05",
3-2333.xhtml,W15404R302,"$2,077.00","$1,350.05",
3-2334.xhtml,W15404X,"$8,852.00","$5,753.80",
3-2335.xhtml,W15403IX,"$8,852.00","$5,753.80",
3-2336.xhtml,W15402R308,"$2,077.00","$1,350.05",
3-2337.xhtml,W15402R305,"$2,077.00","$1,350.05",
3-2338.xhtml,W15402R304,"$2,077.00","$1,350.05",
3-2339.xhtml,W15402R090M,"$2,077.00","$1,350.05",
3-234.xhtml,WAP15008D,"$3,321.00","$2,158.65",
3-2340.xhtml,W15402X,"$8,852.00","$5,753.80",
3-2341.xhtml,W15401IX,"$8,852.00","$5,753.80",
3-2342.xhtml,W15400X,"$8,852.00","$5,753.80",
3-2343.xhtml,W15315X,"$8,852.00","$5,753.80",
3-2344.xhtml,W15314R302,"$1,729.00","$1,123.85",
3-2345.xhtml,W15314R215,"$1,729.00","$1,123.85",
3-2346.xhtml,W15314X,"$8,852.00","$5,753.80",
3-2347.xhtml,W15313X,"$8,852.00","$5,753.80",
3-2348.xhtml,W15312R302,"$1,729.00","$1,123.85",
3-2349.xhtml,W15312R215,"$1,648.00","$1,071.20",
3-235.xhtml,WAP07008D,"$3,321.00","$2,158.65",
3-2350.xhtml,W15312X,"$8,852.00","$5,753.80",
3-2351.xhtml,W15311X,"$8,852.00","$5,753.80",
3-2352.xhtml,W15310X,"$8,852.00","$5,753.80",
3-2353.xhtml,W15309X,"$8,852.00","$5,753.80",
3-2354.xhtml,W15308R215,"$1,648.00","$1,071.20",
3-2355.xhtml,W15308R212,"$1,648.00","$1,071.20",
3-2356.xhtml,W15308X,"$8,852.00","$5,753.80",
3-2357.xhtml,W15307IX,"$8,852.00","$5,753.80",
3-2358.xhtml,W15306X,"$8,852.00","$5,753.80",
3-2359.xhtml,W15305X,"$8,852.00","$5,753.80",
3-236.xhtml,WA502,"$1,080.00",$702.00,
3-2360.xhtml,W15304X,"$8,852.00","$5,753.80",
3-2361.xhtml,W15303X,"$8,852.00","$5,753.80",
3-2362.xhtml,W15302R209,"$1,648.00","$1,071.20",
3-2363.xhtml,W15302X,"$8,852.00","$5,753.80",
3-2364.xhtml,W15300R202,"$1,644.00","$1,068.60",
3-2365.xhtml,W15300X,"$8,852.00","$5,753.80",
3-2366.xhtml,W15215X,"$8,852.00","$5,753.80",
3-2367.xhtml,W15214X,"$8,852.00","$5,753.80",
3-2368.xhtml,W15213X,"$8,852.00","$5,753.80",
3-2369.xhtml,W15212X,"$8,852.00","$5,753.80",
3-237.xhtml,WA5010,"$1,316.00",$855.40,
3-2370.xhtml,W15211X,"$8,852.00","$5,753.80",
3-2371.xhtml,W15210X,"$8,852.00","$5,753.80",
3-2372.xhtml,W15209X,"$8,852.00","$5,753.80",
3-2373.xhtml,W15208X,"$8,852.00","$5,753.80",
3-2374.xhtml,W15207X,"$8,852.00","$5,753.80",
3-2375.xhtml,W15115R100M,"$2,297.00","$1,493.05",
3-2376.xhtml,W15115MX,"$8,852.00","$5,753.80",
3-2377.xhtml,W15110R095M,"$2,077.00","$1,350.05",
3-2378.xhtml,W15090R085M,,,
3-2379.xhtml,W15090R075M,"$1,729.00","$1,123.85",
3-238.xhtml,VST2210D,"$1,008.00",$655.20,
3-2380.xhtml,W15090MX,"$8,852.00","$5,753.80",
3-2381.xhtml,W15085R070M,"$1,582.00","$1,028.30",
3-2382.xhtml,W15085MX,"$8,852.00","$5,753.80",
3-2383.xhtml,W15000PX,"$7,602.00","$4,941.30",
3-2384.xhtml,W15000X,"$7,419.00","$4,822.35",
3-2385.xhtml,W8402X,"$5,069.00","$3,294.85",
3-2386.xhtml,W8400X,"$5,069.00","$3,294.85",
3-2387.xhtml,W8315X,"$5,069.00","$3,294.85",
3-2388.xhtml,W8314R302,$971.00,$631.15,
3-2389.xhtml,W8314R215,$971.00,$631.15,
3-239.xhtml,VST1410D,"$1,008.00",$655.20,
3-2390.xhtml,W8314X,"$5,069.00","$3,294.85",
3-2391.xhtml,W8313X,"$5,069.00","$3,294.85",
3-2392.xhtml,W8312R302,$971.00,$631.15,
3-2393.xhtml,W8312R215,$971.00,$631.15,
3-2394.xhtml,W8312R212,$971.00,$631.15,
3-2395.xhtml,W8312X,"$5,069.00","$3,294.85",
3-2396.xhtml,W8311X,"$5,069.00","$3,294.85",
3-2397.xhtml,W8310X,"$5,069.00","$3,294.85",
3-2398.xhtml,W8309X,"$5,069.00","$3,294.85",
3-2399.xhtml,W8308R300,$974.00,$633.10,
3-24.xhtml,RLP28405,"$9,228.00","$5,998.20",
3-240.xhtml,TRFM4012C,,,
3-2400.xhtml,W8308R215,$971.00,$631.15,
3-2401.xhtml,W8308R212,$971.00,$631.15,
3-2402.xhtml,W8308X,"$5,069.00","$3,294.85",
3-2403.xhtml,W8307IX,"$5,069.00","$3,294.85",
3-2404.xhtml,W8306X,"$5,069.00","$3,294.85",
3-2405.xhtml,W8305X,"$5,069.00","$3,294.85",
3-2406.xhtml,W8304X,"$5,069.00","$3,294.85",
3-2407.xhtml,W8303X,"$5,069.00","$3,294.85",
3-2408.xhtml,W8302R209,$971.00,$631.15,
3-2409.xhtml,W8302R206,$970.00,$630.50,
3-241.xhtml,TRFM4012,,,
3-2410.xhtml,W8302R203,$970.00,$630.50,
3-2411.xhtml,W8302R200,$970.00,$630.50,
3-2412.xhtml,W8302X,"$5,069.00","$3,294.85",
3-2413.xhtml,W8301X,"$5,069.00","$3,294.85",
3-2414.xhtml,W8300X,,,
3-2415.xhtml,W8215R206,$876.00,$569.40,
3-2416.xhtml,W8215R203,$876.00,$569.40,
3-2417.xhtml,W8215X,"$5,069.00","$3,294.85",
3-2418.xhtml,W8214X,"$5,069.00","$3,294.85",
3-2419.xhtml,W8213X,"$5,069.00","$3,294.85",
3-242.xhtml,TRFM4010C,,,
3-2420.xhtml,W8212R203,$876.00,$569.40,
3-2421.xhtml,W8212X,"$5,069.00","$3,294.85",
3-2422.xhtml,W8211X,"$5,069.00","$3,294.85",
3-2423.xhtml,W8210X,"$5,069.00","$3,294.85",
3-2424.xhtml,W8209R200,$875.00,$568.75,
3-2425.xhtml,W8209X,"$5,069.00","$3,294.85",
3-2426.xhtml,W8208X,"$5,069.00","$3,294.85",
3-2427.xhtml,W8207X,"$5,069.00","$3,294.85",
3-2428.xhtml,W8206X,"$5,069.00","$3,294.85",
3-2429.xhtml,W8205X,"$5,069.00","$3,294.85",
3-243.xhtml,TRFM4010,,,
3-2430.xhtml,W8204X,"$5,069.00","$3,294.85",
3-2431.xhtml,W8203X,"$5,069.00","$3,294.85",
3-2432.xhtml,W8202X,"$5,069.00","$3,294.85",
3-2433.xhtml,W8201X,"$5,069.00","$3,294.85",
3-2434.xhtml,W8200X,"$5,069.00","$3,294.85",
3-2435.xhtml,W8115X,"$5,069.00","$3,294.85",
3-2436.xhtml,W8114X,"$5,069.00","$3,294.85",
3-2437.xhtml,W8090R075M,$971.00,$631.15,
3-2438.xhtml,W8090MX,"$5,069.00","$3,294.85",
3-2439.xhtml,W8085R070M,$971.00,$631.15,
3-244.xhtml,TRFM4006C,,,
3-2440.xhtml,W8085R065M,$971.00,$631.15,
3-2441.xhtml,W8085MX,"$5,069.00","$3,294.85",
3-2442.xhtml,W8000PX,"$6,385.00","$4,150.25",
3-2443.xhtml,W8000X,"$6,208.00","$4,035.20",
3-2444.xhtml,W4306X,"$4,000.00","$2,600.00",
3-2445.xhtml,W4305X,"$4,000.00","$2,600.00",
3-2446.xhtml,W4304X,,,
3-2447.xhtml,W4303X,,,
3-2448.xhtml,W4302R212,$780.00,$507.00,
3-2449.xhtml,W4302R209,$780.00,$507.00,
3-245.xhtml,TRFM4006,,,
3-2450.xhtml,W4302R205,$780.00,$507.00,
3-2451.xhtml,W4302R204,$780.00,$507.00,
3-2452.xhtml,W4302R203,$780.00,$507.00,
3-2453.xhtml,W4302R202,$780.00,$507.00,
3-2454.xhtml,W4302R200,$780.00,$507.00,
3-2455.xhtml,,,,/file/general/404top.png
3-2456.xhtml,W4302X,"$4,000.00","$2,600.00",
3-2457.xhtml,W4301X,"$4,000.00","$2,600.00",
3-2458.xhtml,W4300R203,$780.00,$507.00,
3-2459.xhtml,W4300X,"$4,000.00","$2,600.00",
3-246.xhtml,TRFM4004C,,,
3-2460.xhtml,W4215R206,$780.00,$507.00,
3-2461.xhtml,W4215R203,$780.00,$507.00,
3-2462.xhtml,W4215R200,$780.00,$507.00,
3-2463.xhtml,W4215X,"$4,000.00","$2,600.00",
3-2464.xhtml,,,,/file/general/404top.png
3-2465.xhtml,W4214X,"$4,000.00","$2,600.00",
3-2466.xhtml,W4213X,"$4,000.00","$2,600.00",
3-2467.xhtml,W4212R206,$748.00,$486.20,
3-2468.xhtml,W4212R203,$748.00,$486.20,
3-2469.xhtml,W4212R202,$748.00,$486.20,
3-247.xhtml,TRFM4004,,,
3-2470.xhtml,W4212SL,"$4,600.00","$2,990.00",
3-2471.xhtml,,,,/file/general/404top.png
3-2472.xhtml,W4212X,"$4,000.00","$2,600.00",
3-2473.xhtml,W4211X,"$4,000.00","$2,600.00",
3-2474.xhtml,W4210X,"$4,000.00","$2,600.00",
3-2475.xhtml,W4209R203,$748.00,$486.20,
3-2476.xhtml,W4209R202,$748.00,$486.20,
3-2477.xhtml,W4209R200,$748.00,$486.20,
3-2478.xhtml,W4209R113,$748.00,$486.20,
3-2479.xhtml,W4209SL,"$4,600.00","$2,990.00",
3-248.xhtml,TRFM4002C,,,
3-2480.xhtml,W4208R201,$748.00,$486.20,
3-2481.xhtml,W4209X,"$4,000.00","$2,600.00",
3-2482.xhtml,W4208R200,$748.00,$486.20,
3-2483.xhtml,W4208R113,$748.00,$486.20,
3-2484.xhtml,W4208X,"$4,000.00","$2,600.00",
3-2485.xhtml,W4207R200,$748.00,$486.20,
3-2486.xhtml,W4207X,"$4,000.00","$2,600.00",
3-2487.xhtml,W4206R200,$719.00,$467.35,
3-2488.xhtml,W4206R113,$719.00,$467.35,
3-2489.xhtml,W4206R107,$719.00,$467.35,
3-249.xhtml,TRFM4002,,,
3-2490.xhtml,W4206R106,$719.00,$467.35,
3-2491.xhtml,W4206SL,"$4,600.00","$2,990.00",
3-2492.xhtml,,,,/file/general/404top.png
3-2493.xhtml,W4206X,"$4,000.00","$2,600.00",
3-2494.xhtml,W4205X,"$4,000.00","$2,600.00",
3-2495.xhtml,W4204X,"$4,000.00","$2,600.00",
3-2496.xhtml,W4203R110,$719.00,$467.35,
3-2497.xhtml,W4203R107,$719.00,$467.35,
3-2498.xhtml,W4203R104,$719.00,$467.35,
3-2499.xhtml,W4203SL,"$4,600.00","$2,990.00",
3-25.xhtml,RLP11315,"$6,343.00","$4,122.95",
3-250.xhtml,TRFM3212C,,,
3-2500.xhtml,W4203X,"$4,000.00","$2,600.00",
3-2501.xhtml,W4202X,"$4,000.00","$2,600.00",
3-2502.xhtml,W4201X,"$4,000.00","$2,600.00",
3-2503.xhtml,W4200R107,$719.00,$467.35,
3-2504.xhtml,W4200X,"$4,000.00","$2,600.00",
3-2505.xhtml,W4115X,"$4,000.00","$2,600.00",
3-2506.xhtml,W4114X,"$4,000.00","$2,600.00",
3-2507.xhtml,W4113SL,"$4,600.00","$2,990.00",
3-2508.xhtml,W4113X,"$4,000.00","$2,600.00",
3-2509.xhtml,W4112X,"$4,000.00","$2,600.00",
3-251.xhtml,TRFM3212,,,
3-2510.xhtml,W4111X,"$4,000.00","$2,600.00",
3-2511.xhtml,W4110X,"$4,000.00","$2,600.00",
3-2512.xhtml,W4109X,"$4,000.00","$2,600.00",
3-2513.xhtml,W4108X,"$4,000.00","$2,600.00",
3-2514.xhtml,W4107X,"$4,000.00","$2,600.00",
3-2515.xhtml,W4106X,,,
3-2516.xhtml,W4105X,"$4,000.00","$2,600.00",
3-2517.xhtml,W4000PX,"$4,956.00","$3,221.40",
3-2518.xhtml,W4000X,"$4,682.00","$3,043.30",
3-2519.xhtml,W2206SL,"$4,114.00","$2,674.10",
3-252.xhtml,TRFM3210C,,,
3-2520.xhtml,W2206R200,$658.00,$427.70,
3-2521.xhtml,W2206R114,$658.00,$427.70,
3-2522.xhtml,W2206R113,$658.00,$427.70,
3-2523.xhtml,W2206R110,$658.00,$427.70,
3-2524.xhtml,W2206R108,$658.00,$427.70,
3-2525.xhtml,W2206R107,$658.00,$427.70,
3-2526.xhtml,W2206X,"$2,985.00","$1,940.25",
3-2527.xhtml,W2205X,"$2,985.00","$1,940.25",
3-2528.xhtml,W2204X,"$2,985.00","$1,940.25",
3-2529.xhtml,W2203SL,"$4,487.00","$2,916.55",
3-253.xhtml,TRFM3210,,,
3-2530.xhtml,W2203R113,$658.00,$427.70,
3-2531.xhtml,W2203R110,$658.00,$427.70,
3-2532.xhtml,W2203R107,$658.00,$427.70,
3-2533.xhtml,W2203X,"$2,985.00","$1,940.25",
3-2534.xhtml,W2202X,"$2,985.00","$1,940.25",
3-2535.xhtml,W2201X,"$2,985.00","$1,940.25",
3-2536.xhtml,W2200R110,$628.00,$408.20,
3-2537.xhtml,W2200R107,$628.00,$408.20,
3-2538.xhtml,W2200X,"$2,985.00","$1,940.25",
3-2539.xhtml,W2115X,"$2,985.00","$1,940.25",
3-254.xhtml,TRFM3206C,,,
3-2540.xhtml,W2114X,"$2,985.00","$1,940.25",
3-2541.xhtml,W2113SL,"$4,114.00","$2,674.10",
3-2542.xhtml,W2113R107,$582.00,$378.30,
3-2543.xhtml,W2113R104,$582.00,$378.30,
3-2544.xhtml,W2113X,"$2,985.00","$1,940.25",
3-2545.xhtml,W2112X,"$2,985.00","$1,940.25",
3-2546.xhtml,W2111X,"$2,985.00","$1,940.25",
3-2547.xhtml,W2110R104,$582.00,$378.30,
3-2548.xhtml,W2110R103,$582.00,$378.30,
3-2549.xhtml,W2110R030M,,,
3-255.xhtml,TRFM3206,"$3,341.00","$2,171.65",
3-2550.xhtml,W2110X,"$2,985.00","$1,940.25",
3-2551.xhtml,W2109X,"$2,985.00","$1,940.25",
3-2552.xhtml,W2108X,"$2,985.00","$1,940.25",
3-2553.xhtml,W2107R102,$582.00,$378.30,
3-2554.xhtml,W2107X,"$2,985.00","$1,940.25",
3-2555.xhtml,W2106X,"$2,985.00","$1,940.25",
3-2556.xhtml,W2105X,"$2,985.00","$1,940.25",
3-2557.xhtml,W2104X,"$2,985.00","$1,940.25",
3-2558.xhtml,W2103X,"$2,985.00","$1,940.25",
3-2559.xhtml,W2102X,"$2,985.00","$1,940.25",
3-256.xhtml,TRFM3204C,,,
3-2560.xhtml,W2000PX,"$4,389.00","$2,852.85",
